id_application,id_posting,id_resume_outcome,callback,heightrequired,jobgenderoptions,,photo_gender,photo_num,photo,avg_rating,share_num6p,share_num5p,share_num4p,attract_top25,attract_top50,attract_top75,attract_top90,attract_top10,attract_above4_p50,attract_above4_p75,_weight,_height_ft,_height_in,,MenAttBins,MCBs,Photos,Rating,,WomenAttBins,WCBs,Photos,Rating,,,solonum,solorat,sologen,,,,,,,,
1608,402,4,1,0,Male Only,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4807,"1,202",3,1,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
3873,969,1,0,0,Male Only,,Male,14,46,3.5102041,0.020408163,0.22448979,0.55102038,0,1,1,1,0,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1304,326,4,0,0,Male Only,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
6455,"1,614",3,0,0,Male Only,,Male,6,38,2.2653062,0,0.040816326,0.14285715,0,0,0,0,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
6375,"1,594",3,0,0,Male Only,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,60,5,5,,,,,,,,,,,,,,,,,,,,,,,
3885,972,1,0,0,Male Only,,Male,11,43,2.7346938,0.020408163,0.06122449,0.22448979,0,0,0,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
2180,545,4,0,0,Male Only,,Male,25,57,2.6938775,0,0.081632651,0.18367347,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1330,333,2,0,0,Male Only,,Male,18,50,3.4081633,0.020408163,0.1632653,0.53061223,0,1,1,1,0,1,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
2008,502,4,0,0,Male Only,,Male,9,41,3.3469388,0.020408163,0.1632653,0.40816328,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
3525,882,1,1,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
3245,812,1,1,0,Male Only,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
1404,351,4,1,0,Male Only,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
5660,"1,415",4,0,0,Male Only,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
6990,"1,748",2,0,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3607,902,3,0,0,Male Only,,Male,26,58,2.5714285,0.020408163,0.12244898,0.20408164,0,0,0,0,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
7175,"1,794",3,0,0,Male Only,,Male,23,55,3.2244897,0,0.20408164,0.36734694,0,1,1,1,0,0,0,60,5,5,,,,,,,,,,,,,,,,,,,,,,,
5125,"1,282",1,0,0,Male Only,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
2521,631,1,0,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4767,"1,192",3,0,0,Male Only,,Male,10,42,3.6530612,0.040816326,0.2857143,0.55102038,1,1,1,1,0,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5936,"1,484",4,0,0,Male Only,,Male,12,44,2.8163266,0,0.081632651,0.20408164,0,0,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
5313,"1,329",1,0,0,Male Only,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
4744,"1,186",4,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
969,243,1,0,0,Male Only,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1711,428,3,1,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4547,"1,137",3,0,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
6315,"1,579",3,0,0,Male Only,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
5597,"1,400",1,0,0,Male Only,,Male,5,37,2.632653,0.020408163,0.06122449,0.24489796,0,0,0,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
1811,453,3,0,0,Male Only,,Male,10,42,3.6530612,0.040816326,0.2857143,0.55102038,1,1,1,1,0,1,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
2343,586,3,0,0,Male Only,,Male,23,55,3.2244897,0,0.20408164,0.36734694,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
1031,258,3,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5636,"1,409",4,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,62,5,,,,,,,,,,,,,,,,,,,,,,,,
6452,"1,613",4,0,0,Male Only,,Male,17,49,3.1836734,0.020408163,0.1632653,0.42857143,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
724,181,4,1,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
4347,"1,087",3,0,0,Male Only,,Male,9,41,3.3469388,0.020408163,0.1632653,0.40816328,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
3007,752,3,0,0,Male Only,,Male,11,43,2.7346938,0.020408163,0.06122449,0.22448979,0,0,0,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
1256,314,4,1,0,Male Only,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
4170,"1,043",2,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,64,5,,,,,,,,,,,,,,,,,,,,,,,,
552,138,4,1,0,Male Only,,Male,14,46,3.5102041,0.020408163,0.22448979,0.55102038,0,1,1,1,0,1,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
768,192,4,0,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
5325,"1,332",1,1,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
2029,508,1,0,0,Male Only,,Male,5,37,2.632653,0.020408163,0.06122449,0.24489796,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3598,900,2,0,0,Male Only,,Male,6,38,2.2653062,0,0.040816326,0.14285715,0,0,0,0,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3108,777,4,0,0,Male Only,,Male,23,55,3.2244897,0,0.20408164,0.36734694,0,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
6283,"1,571",3,0,0,Male Only,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
3527,882,3,0,0,Male Only,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
4212,"1,053",4,0,0,Male Only,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5578,"1,395",2,0,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
5915,"1,479",3,0,0,Male Only,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
3099,775,3,0,0,Male Only,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
1171,293,3,1,0,Male Only,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
431,108,3,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
2555,639,3,1,0,Male Only,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,59,5,,,,,,,,,,,,,,,,,,,,,,,,
440,110,4,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3965,992,1,0,0,Male Only,,Male,12,44,2.8163266,0,0.081632651,0.20408164,0,0,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
4566,"1,142",2,0,0,Male Only,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
2455,614,3,0,0,Female Only,,Female,15,15,2.4693878,0,0.06122449,0.20408164,0,0,0,0,0,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,
3302,826,2,0,0,Male Only,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1886,472,2,1,0,Male Only,,Male,9,41,3.3469388,0.020408163,0.1632653,0.40816328,0,1,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
6625,"1,657",1,0,0,Male Only,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,60,5,5,,,,,,,,,,,,,,,,,,,,,,,
2147,537,3,0,0,Male Only,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4174,"1,044",2,0,0,Male Only,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3734,934,2,1,0,Male Only,,Male,6,38,2.2653062,0,0.040816326,0.14285715,0,0,0,0,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
6935,"1,734",3,0,0,Male Only,,Male,3,35,4.1836734,0.14285715,0.34693879,0.73469388,1,1,1,1,1,1,0,67,5,8,,,,,,,,,,,,,,,,,,,,,,,
2341,586,1,0,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
4598,"1,150",2,0,0,Male Only,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
960,240,4,1,0,Male Only,,Male,4,36,3.1428571,0.020408163,0.14285715,0.32653061,0,0,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
3605,902,1,0,0,Male Only,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
6679,"1,670",3,0,0,Male Only,,Male,18,50,3.4081633,0.020408163,0.1632653,0.53061223,0,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4097,"1,025",1,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
1722,431,2,0,0,Male Only,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5142,"1,286",2,0,0,Male Only,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4313,"1,079",1,1,0,Male Only,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,60,5,,,,,,,,,,,,,,,,,,,,,,,,
2530,633,2,1,0,Male Only,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
5710,"1,428",2,0,0,Male Only,,Male,10,42,3.6530612,0.040816326,0.2857143,0.55102038,1,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4817,"1,205",1,0,0,Male Only,,Male,25,57,2.6938775,0,0.081632651,0.18367347,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3616,904,4,0,0,Male Only,,Male,9,41,3.3469388,0.020408163,0.1632653,0.40816328,0,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
4836,"1,209",4,1,0,Male Only,,Male,11,43,2.7346938,0.020408163,0.06122449,0.22448979,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5326,"1,332",2,0,0,Male Only,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,59,5,9,,,,,,,,,,,,,,,,,,,,,,,
4724,"1,181",4,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
5585,"1,397",1,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4025,"1,007",1,0,0,Male Only,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5158,"1,290",2,1,0,Male Only,,Male,12,44,2.8163266,0,0.081632651,0.20408164,0,0,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
2050,513,2,0,0,Male Only,,Male,16,48,2.8979592,0,0.081632651,0.30612245,0,0,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
4743,"1,186",3,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5320,"1,330",4,0,0,Male Only,,Male,5,37,2.632653,0.020408163,0.06122449,0.24489796,0,0,0,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
1133,284,1,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
2463,616,3,1,0,Male Only,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
4705,"1,177",1,0,0,Male Only,,Male,14,46,3.5102041,0.020408163,0.22448979,0.55102038,0,1,1,1,0,1,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
2405,602,1,1,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
6047,"1,512",3,0,0,Male Only,,Male,17,49,3.1836734,0.020408163,0.1632653,0.42857143,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3157,790,1,0,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3146,787,2,0,0,Male Only,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4723,"1,181",3,0,0,Male Only,,Male,17,49,3.1836734,0.020408163,0.1632653,0.42857143,0,0,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
803,201,3,0,0,Male Only,,Male,11,43,2.7346938,0.020408163,0.06122449,0.22448979,0,0,0,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
765,192,1,0,0,Male Only,,Male,14,46,3.5102041,0.020408163,0.22448979,0.55102038,0,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
3367,842,3,0,0,Male Only,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
713,179,1,0,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3691,923,3,1,0,Male Only,,Male,9,41,3.3469388,0.020408163,0.1632653,0.40816328,0,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
1838,460,2,0,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4608,"1,152",4,0,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
992,248,4,0,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
1301,326,1,0,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
6229,"1,558",1,1,0,Male Only,,Male,17,49,3.1836734,0.020408163,0.1632653,0.42857143,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
6986,"1,747",2,0,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
3199,800,3,0,0,Male Only,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
6678,"1,670",2,0,0,Male Only,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
7141,"1,786",1,0,0,Male Only,,Male,17,49,3.1836734,0.020408163,0.1632653,0.42857143,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
5742,"1,436",2,0,0,Male Only,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5474,"1,369",2,1,0,Male Only,,Male,10,42,3.6530612,0.040816326,0.2857143,0.55102038,1,1,1,1,0,1,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
5547,"1,387",3,0,0,Male Only,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
4760,"1,190",4,0,0,Male Only,,Male,9,41,3.3469388,0.020408163,0.1632653,0.40816328,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4026,"1,007",2,1,0,Male Only,,Male,24,56,3.4693878,0.10204082,0.18367347,0.40816328,0,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
5121,"1,281",1,0,0,Male Only,,Male,26,58,2.5714285,0.020408163,0.12244898,0.20408164,0,0,0,0,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
1090,273,2,0,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5580,"1,395",4,0,0,Male Only,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3946,987,2,0,0,Male Only,,Male,6,38,2.2653062,0,0.040816326,0.14285715,0,0,0,0,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
4722,"1,181",2,0,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
721,181,1,0,0,Male Only,,Male,28,60,2.6122448,0.020408163,0.10204082,0.26530612,0,0,0,0,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
6280,"1,570",4,0,0,Male Only,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
6325,"1,582",1,0,0,Male Only,,Male,7,39,2.8367348,0,0.10204082,0.26530612,0,0,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
4171,"1,043",3,1,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
4757,"1,190",1,0,0,Male Only,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,59,5,,,,,,,,,,,,,,,,,,,,,,,,
6046,"1,512",2,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,60,5,,,,,,,,,,,,,,,,,,,,,,,,
5606,"1,402",2,0,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
4444,"1,111",4,0,0,Male Only,,Male,21,53,4.0816326,0.12244898,0.34693879,0.77551019,1,1,1,1,1,1,1,65,5,,,,,,,,,,,,,,,,,,,,,,,,
4027,"1,007",3,1,0,Male Only,,Male,25,57,2.6938775,0,0.081632651,0.18367347,0,0,0,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
2704,676,4,0,0,Male Only,,Male,2,34,4.9591837,0.40816328,0.63265306,0.87755102,1,1,1,1,1,1,1,63,5,,,,,,,,,,,,,,,,,,,,,,,,
2522,631,2,0,0,Male Only,,Male,10,42,3.6530612,0.040816326,0.2857143,0.55102038,1,1,1,1,0,1,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
1486,372,2,0,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
2860,715,4,0,0,Male Only,,Male,14,46,3.5102041,0.020408163,0.22448979,0.55102038,0,1,1,1,0,1,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
1020,255,4,1,0,Male Only,,Male,23,55,3.2244897,0,0.20408164,0.36734694,0,1,1,1,0,0,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
4665,"1,167",1,1,0,Male Only,,Male,22,54,2.6938775,0,0.06122449,0.20408164,0,0,0,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
5734,"1,434",2,0,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
2139,535,3,0,0,Male Only,,Male,19,51,3.5306122,0.020408163,0.24489796,0.46938777,1,1,1,1,0,0,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
3700,925,4,0,0,Male Only,,Male,20,52,4.1836734,0.1632653,0.40816328,0.71428573,1,1,1,1,1,1,0,64,5,,,,,,,,,,,,,,,,,,,,,,,,
2127,532,3,0,0,Male Only,,Male,16,48,2.8979592,0,0.081632651,0.30612245,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
5543,"1,386",3,0,0,Male Only,,Male,1,33,3.4693878,0.040816326,0.20408164,0.51020408,0,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
5318,"1,330",2,0,0,Male Only,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,
5433,"1,359",1,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,63,5,,,,,,,,,,,,,,,,,,,,,,,,
4603,"1,151",3,0,0,Female Only,,Female,7,7,4.0408163,0.18367347,0.36734694,0.63265306,1,1,1,1,0,1,0,45,5,,,,,,,,,,,,,,,,,,,,,,,,
4219,"1,055",3,1,0,Male Only,,Male,7,39,2.8367348,0,0.10204082,0.26530612,0,0,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
6622,"1,656",2,0,0,Male Only,,Male,5,37,2.632653,0.020408163,0.06122449,0.24489796,0,0,0,1,0,0,0,60,5,5,,,,,,,,,,,,,,,,,,,,,,,
1097,275,1,1,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,59,5,,,,,,,,,,,,,,,,,,,,,,,,
5065,"1,267",1,0,0,Male Only,,Male,29,61,2.8979592,0.020408163,0.10204082,0.30612245,0,0,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
811,203,3,0,0,Male Only,,Male,32,64,3.2448978,0.020408163,0.20408164,0.40816328,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
3687,922,3,1,0,Male Only,,Male,30,62,3.1836734,0.020408163,0.12244898,0.3877551,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
295,74,3,1,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,60,5,,,,,,,,,,,,,,,,,,,,,,,,
2154,539,2,1,0,Male Only,,Male,15,47,3.3265307,0,0.18367347,0.44897959,0,1,1,1,0,0,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
723,181,3,1,0,Male Only,,Male,31,63,2.7551022,0,0.020408163,0.26530612,0,0,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
802,201,2,1,0,Male Only,,Male,8,40,3.7346938,0.040816326,0.26530612,0.63265306,1,1,1,1,0,1,0,62,5,,,,,,,,,,,,,,,,,,,,,,,,
826,207,2,1,0,Male Only,,Male,13,45,3.3265307,0.020408163,0.20408164,0.42857143,0,1,1,1,0,0,0,65,5,,,,,,,,,,,,,,,,,,,,,,,,
